Id,from,to,fromout,fromin,toout,toin,width,exist,distance
8738,814062,2694211,316,70,0,2,0,1,0
8739,2402357,4061527,143,170,0,49,2,1,0
8740,154229,293419,2,3,227,272,1,1,0
8741,4692800,3461597,689,65,0,71,13,1,0
8742,252830,2091661,487,194,1542,224,46,1,0
8743,3099615,1869854,1114,45,0,38,1,1,0
8744,4814123,3298121,187,30,0,35,0,1,0
8745,2379454,951375,78,6,0,9,0,1,0
8746,2847786,1741710,190,26,0,150,7,1,0
8747,446147,2575670,13,7,0,1,0,1,0
8748,2825075,3428283,126,500,0,15,0,1,0
8749,1684949,3090005,13,10,0,931,0,1,0
8750,2622836,324395,132,31,282,908,19,1,0
8751,1601077,2596739,223,21,0,63,6,1,0
8752,3066963,1175289,408,26,572,97,8,1,0
8753,654131,1517239,48,215,77,265,4,1,0
8754,2347682,3728771,194,97,0,105,11,1,0
8755,4800871,1037820,15,4,0,1,0,1,0
8756,2070807,3723942,168,29,1,227,4,1,0
8757,1935423,2063717,215,92,100,2098,11,1,0
8758,986481,2596760,102,24,0,52,0,1,0
8759,2273221,2342572,255,156,0,60,21,1,0
8760,3582074,3420507,487,38,0,21,1,1,0
8761,358375,2373487,88,11,0,9,3,1,0
8762,170461,1457017,13,1,0,1,0,1,0
8763,3457354,993087,54,35,3,1215,0,1,0
8764,1073749,3847604,100,2,0,21,2,1,0
8765,3246645,3039905,322,46,0,6,0,1,0
8766,1283291,382439,587,135,3358,364,40,1,0
8767,385505,2018308,168,30,821,67,7,1,0
8768,3472056,4503010,13,42,0,33,0,1,0
8769,2637260,959512,3045,225,0,64,23,1,0
8770,2298428,4369550,40,141,0,8,0,1,0
8771,1552779,1163455,691,90,0,3,2,1,0
8772,3754068,3635761,84,44,18,96,3,1,0
8773,1297278,1331774,813,69,487,358,77,1,0
8774,3977129,4806190,1035,175,838,72,10,1,0
8775,1953484,1516362,276,39,0,7,2,1,0
8776,4152542,1291777,307,137,1825,932,52,1,0
8777,3840845,429800,1111,180,0,1,0,1,0
8778,1122395,2944427,528,44,0,11,3,1,0
8779,3273933,3667834,68,2,16,1119,0,1,0
8780,3202334,292365,52,38,0,25,3,1,0
8781,3022466,1211116,135,178,36661,765,3,1,0
8782,4515804,1902163,28,9,0,16,0,1,0
8783,279186,189695,175,14,0,3,0,1,0
8784,980363,873033,32,62,0,16,2,1,0
8785,3468632,1300444,35,39,187,2358,5,1,0
8786,2759221,268799,99,10,0,30,2,1,0
8787,4766447,3555283,213,20,0,23,0,1,0
8788,3541794,1860693,10,13,216,89,1,1,0
8789,615701,2957476,371,3,133,504,28,1,0
8790,3758778,2359111,653,37,0,2,0,1,0
8791,4415761,2625767,43,22,54,49,2,1,0
8792,3312699,2445099,132,48,0,54,4,1,0
8793,1578771,1614162,1,1,33,365,0,1,0
8794,575771,343228,96,6,0,8,4,1,0
8795,3196080,1697724,144,7,0,12,1,1,0
8796,2186892,1318300,4006,103,0,71,36,1,0
8797,4253646,2989941,270,9,0,2,0,1,0
8798,2893745,3590207,59,47,25,7,6,1,0
8799,406619,744202,122,85,86,24,4,1,0
8800,1540378,4446569,16,2,0,13,1,1,0
8801,4826413,3176272,59,54,584,507,3,1,0
8802,2292718,4346047,2431,156,0,156,37,1,0
8803,1224687,1269744,1422,144,0,7,3,1,0
8804,3106574,3575591,41,10,0,2,0,1,0
8805,181504,3677121,2517,320,0,3,0,1,0
8806,2957476,2754827,133,504,0,1,0,1,0
8807,4233360,3931536,1381,33,0,9,3,1,0
8808,4403282,506696,38714,471,0,77,49,1,0
8809,3984198,3999263,345,20,0,59,4,1,0
8810,1374504,595973,50,17,214,1141,6,1,0
8811,1279685,778722,18,9,0,13,1,1,0
8812,1181915,3273020,1,1,26,28,0,1,0
8813,4273701,2822289,4178,112,0,57,48,1,0
8814,2754644,881320,20,23,109,186,3,1,0
8815,222035,3341473,77,44,0,5,0,1,0
8816,4230771,2435526,335,7,0,2,0,1,0
8817,28220,2849576,90,35,0,10,3,1,0
8818,2570254,3601221,100,81,0,168,0,1,0
8819,2528220,754675,142,10,0,2,1,1,0
8820,4399003,731255,100,23,0,44,7,1,0
8821,1754691,3495373,1005,20,0,9,1,1,0
8822,1450979,2663078,34,4,149,60,15,1,0
8823,1895557,774450,325,114,0,258,34,1,0
8824,4810579,4609124,37,2,0,195,0,1,0
8825,2315133,3284139,24,163,0,38,3,1,0
8826,1146659,1140331,33,42,0,62,2,1,0
8827,4643188,1300774,37,5,0,9,2,1,0
8828,1038777,186609,229,47,0,13,2,1,0
8829,690992,1816301,6,2,0,1,0,1,0
8830,3668658,4779251,327,19,0,12,1,1,0
8831,2534023,2051420,226,21,0,50,9,1,0
8832,3145423,3815614,156,39,0,4,0,1,0
8833,2854187,4148951,66,82,58,64,32,1,0
8834,3616297,1571636,238,23,76,219,8,1,0
8835,3206283,219404,297,74,6879,303,27,1,0
8836,1174752,4191104,81,10,0,122,1,1,0
8837,4106916,1954540,456,3,0,3,0,1,0
8838,1578997,890370,77,2,0,18,0,1,0
8839,179076,3095166,371,30,0,15,2,1,0
8840,971111,3905664,1326,104,0,1,0,1,0
8841,734897,3831081,67,37,41,53,28,1,0
8842,1935992,192534,1982,52,0,18,3,1,0
8843,4842041,4236887,3610,347,0,10,1,1,0
8844,1351712,1711500,51,14,0,24,0,1,0
8845,1199582,158722,39,71,92,58,10,1,0
8846,1195953,2234966,108,49,0,12,3,1,0
8847,90691,637341,48,35,0,16,1,1,0
8848,685948,1786597,136,15,0,7,4,1,0
8849,139878,4473672,28,3,0,9,0,1,0
8850,3241714,2133895,164,32,46539,407,3,1,0
8851,4755292,1705367,492,86,0,193,18,1,0
8852,733850,843630,853,90,0,314,35,1,0
8853,2939966,1579393,435,652,0,29,15,1,0
8854,3945599,3381650,1305,65,0,11,8,1,0
8855,989769,2325436,46,15,0,10,7,1,0
8856,607115,233913,59,17,0,35,0,1,0
8857,881934,4083705,287,34,0,16,0,1,0
8858,3897209,2366844,3,1,0,1,0,1,0
8859,4011294,3943002,5,4,29,34,3,1,0
8860,3990652,216717,37,2,0,1,0,1,0
8861,4220205,1515712,67,5,0,1097,6,1,0
8862,656276,1106698,3,92,107917,873,0,1,0
8863,3921909,880754,98,16,0,21,1,1,0
8864,2071138,376492,20,8,0,2,0,1,0
8865,3545634,3061545,30,11,0,42,0,1,0
8866,304602,2330420,478,51,523,15,4,1,0
8867,4655380,4249772,484,66,0,10,1,1,0
8868,145281,2212670,144,43,18,39,0,1,0
8869,4674716,1417587,57,18,0,2,1,1,0
8870,1878093,3486180,85,195,0,45,5,1,0
8871,2203468,3970800,45,5,0,3,0,1,0
8872,3631476,1763623,54,21,0,3,2,1,0
8873,1333816,2620438,14769,587,0,323,157,1,0
8874,344447,638276,229,90,0,9,3,1,0
8875,4040881,1349059,33229,417,0,35,16,1,0
8876,1667941,1654024,989,97,0,173,5,1,0
8877,154667,3910493,72,23,25,1117,6,1,0
8878,4189530,1338701,342,69,4277,420,9,1,0
8879,2135247,4632486,3,3,0,1,0,1,0
8880,3484203,2713705,130,8,0,5,0,1,0
8881,1198322,3533168,660,60,18,3654,51,1,0
8882,2004328,2761725,295,37,0,11,0,1,0
8883,4512697,1247109,833,239,0,29,17,1,0
8884,4232607,148810,745,44,0,148,27,1,0
8885,2659544,4211558,413,9,7,141,13,1,0
8886,2793787,2637260,116,12,3045,225,2,1,0
8887,674618,1155472,2496,118,0,4,2,1,0
8888,2179201,3012634,409,51,0,38,1,1,0
8889,4000645,2174617,151,117,0,31,3,1,0
8890,1602572,1783416,63,28,0,42,0,1,0
8891,2472683,181741,960,105,0,2,1,1,0
8892,3991848,1337179,1032,116,0,481,27,1,0
8893,1148998,1140539,84,18,220,657,36,1,0
8894,1847982,4284463,20,1,0,280,0,1,0
8895,105353,3760658,455,131,4229,1327,34,1,0
8896,2658053,3159596,216,19,0,15,0,1,0
8897,2528377,117534,130,67,5418,932,5,1,0
8898,3859988,2909749,356,46,0,2,1,1,0
8899,1289177,1670907,822,109,76,390,13,1,0
8900,3791293,4470945,92,3,0,1,0,1,0
8901,2012811,314520,228,44,764195,4841,44,1,0
8902,4645238,4341348,23,3,0,3,0,1,0
8903,3666237,2493727,32,6,46,20,4,1,0
8904,1598402,4166872,404,90,3665,470,36,1,0
8905,1819262,1396490,18,2,0,4,0,1,0
8906,3206981,1465103,228,31,204,253,4,1,0
8907,1471192,3926972,351,102,0,91,4,1,0
8908,2232142,2975061,3,1,0,1,0,1,0
8909,3718918,914623,291,148,0,2,0,1,0
8910,4453641,2644968,52,2,57,133,6,1,0
8911,3655341,1379254,1579,259,0,248,27,1,0
8912,1991740,4244235,201,5,247,200,2,1,0
8913,4193885,875923,7,7,45,8,2,1,0
8914,3596469,2598045,5749,332,59416,733,128,1,0
8915,1530285,1057234,98,111,11502,195,0,1,0
8916,2473927,2589645,1961,210,0,19,3,1,0
8917,2047008,4337690,752,75,0,1266,34,1,0
8918,3523697,4371841,401,62,1527,62,2,1,0
8919,966907,2968579,268,22,0,312,9,1,0
8920,4537080,3192162,630,15,0,1,0,1,0
8921,1010872,623490,143,9,0,8,0,1,0
8922,3372937,1816102,2750,342,0,2,0,1,0
8923,2068337,4611035,39,2,0,2,0,1,0
8924,568811,2644968,94,21,57,133,11,1,0
8925,3246661,2450736,127,11,0,1,0,1,0
8926,2833873,3116091,521,18,0,25,8,1,0
8927,4043702,4549862,152,14,0,21,0,1,0
8928,3408810,4341894,35,13,0,3,0,1,0
8929,3095321,290913,678,65,0,12,8,1,0
8930,4355388,3993463,25,18,102,56,12,1,0
8931,4857316,4807456,49,9,0,1,0,1,0
8932,1929190,4503294,176,21,0,1,0,1,0
8933,3468632,3441490,35,39,223,94,0,1,0
8934,4227786,3052986,149,45,0,12,5,1,0
8935,4143628,1415960,67,15,36,342,5,1,0
8936,2334869,2657951,586,35,0,614,6,1,0
8937,951670,4793963,42,21,0,28,0,1,0
8938,1032983,2459133,80,12,0,1,0,1,0
8939,3798281,4482769,76,61,0,18,1,1,0
8940,2154105,3831534,1988,150,0,100,20,1,0
8941,3065884,2135981,293,37,0,48,6,1,0
8942,1367606,4128325,80,25,0,1,0,1,0
8943,2329292,3947585,71,6,0,111,0,1,0
8944,2861288,2597201,81,5,0,36,1,1,0
8945,858306,3099539,80,64,165,100,16,1,0
8946,3569189,2437206,34,9,123,8,0,1,0
8947,4825657,443954,46,86,852,318,15,1,0
8948,2987137,3913763,155,12,0,1,0,1,0
8949,381126,192082,571,12,0,2,0,1,0
8950,4763275,1861622,255,64,0,267,12,1,0
8951,1960139,1633695,1979,90,0,2,1,1,0
8952,1549277,3227581,49,1,0,1,0,1,0
8953,2454112,2402432,187,31,0,3,2,1,0
8954,3966293,789901,1457,169,509,523,116,1,0
8955,2034532,4280753,30,68,0,10,3,1,0
8956,2726842,4723842,177,22,0,1,0,1,0
8957,1969798,2156004,37,30,0,113,1,1,0
8958,3913170,4056426,624,103,0,4,0,1,0
8959,58027,4630088,43,8,0,7,2,1,0
8960,390910,2005814,23,7,262,598,1,1,0
8961,3839584,1756146,24,3,0,3,0,1,0
8962,2778293,3058344,51,7,0,63,0,1,0
8963,2672784,3320022,1425,144,0,3,0,1,0
8964,3652540,359193,85,34,0,15,2,1,0
8965,3655884,855277,93,17,0,8,1,1,0
8966,320181,3103751,1756,47,0,1,0,1,0
8967,3313867,1621507,418,48,104,588,6,1,0
8968,2257946,2052788,86,16,0,201,3,1,0
8969,409790,4727269,4,1,411,116,0,1,0
8970,2618139,1749007,64,5,0,1,0,1,0
8971,4284325,896242,22,1,60,1794,8,1,0
8972,242830,685257,667,49,0,15,2,1,0
8973,2285985,4455499,3470,97,0,45,11,1,0
8974,2704163,1011950,1661,86,0,84,9,1,0
8975,4843379,436621,2804,212,0,417,117,1,0
8976,966715,1728650,24,5,0,2,0,1,0
8977,1560827,4540007,129,13,0,6,2,1,0
8978,391467,3751817,90,70,23,22,0,1,0
8979,2902020,2863084,1035,107,0,333,40,1,0
8980,2892009,4121362,5367,73,0,4,0,1,0
8981,215562,3394909,169,276,0,140,16,1,0
8982,1535644,1115448,54,7,31,94,8,1,0
8983,1645844,422764,1379,67,0,6,0,1,0
8984,4389620,641079,15,2,0,2,0,1,0
8985,3031938,1348216,449,52,0,28,2,1,0
8986,3724918,3829489,21,2,0,178,0,1,0
8987,110460,1908731,197,23,0,23,1,1,0
8988,1184745,134107,74,161,3,3035,5,1,0
8989,538574,3429086,986,166,0,28,5,1,0
8990,2888284,4034042,86,7,0,70,3,1,0
8991,3361975,1492627,89,5,0,2,0,1,0
8992,3737190,4404649,23,7,96,51,3,1,0
8993,1870932,36001,191,68,0,5,1,1,0
8994,701830,4316567,28,10,50,14,9,1,0
8995,997784,1599839,8,1,0,2,0,1,0
8996,2958092,773062,14444,578,0,46,28,1,0
8997,1085636,4010599,283,6,0,15,2,1,0
8998,4338676,152302,17,9,76,528,2,1,0
8999,4817841,2812343,141,16,67,405,4,1,0
9000,1657755,1222369,269,53,0,35,1,1,0
9001,1710157,1602393,1272,104,0,14,2,1,0
9002,4727616,2340286,68,60,0,7,1,1,0
9003,1238543,4499710,142,22,0,2,0,1,0
9004,4513588,2405237,362,53,0,39,3,1,0
9005,433730,3131081,8,27,0,10,0,1,0
9006,2882090,1361763,55,8,0,13,4,1,0
9007,4674716,1106651,57,18,0,8,3,1,0
9008,3911089,881703,2967,97,0,11,3,1,0
9009,4513907,3063227,124,5,0,2,0,1,0
9010,3837457,259024,4712,386,0,608,170,1,0
9011,2434879,2813895,186,22,0,34,5,1,0
9012,4598309,4160354,3348,84,0,315,36,1,0
9013,89233,2833524,41,61,0,7,3,1,0
9014,1037621,1669626,317,71,2000,239,9,1,0
9015,992371,4435335,171,15,0,1,0,1,0
9016,358445,3864817,178,13,0,3,0,1,0
9017,4441968,1681473,139,150,0,5,0,1,0
9018,4835894,1862654,12,104,557,164,3,1,0
9019,3474208,246062,116,2,30,392,10,1,0
9020,2594340,2175384,43,7,182,11,0,1,0
9021,1117456,582185,100,47,29,567,3,1,0
9022,1917906,296147,1128,21,0,31,0,1,0
9023,3729951,2251023,158,9,0,167,0,1,0
9024,4463415,2110907,39,14,0,8,3,1,0
9025,1285925,4857687,4740,136,0,20,8,1,0
9026,3583755,4576548,68,12,0,3,1,1,0
9027,572933,412617,91,17,0,1,0,1,0
9028,4333724,450682,85,45,0,80,10,1,0
9029,1044256,1897328,302,7,0,3,0,1,0
9030,3592349,709846,2806,69,0,5,2,1,0
9031,965444,1640221,56,21,2115,188,11,1,0
9032,3292804,1756053,1318,138,0,6,0,1,0
9033,4464879,1110778,356,37,0,3,0,1,0
9034,950062,1361004,129,16,0,19,3,1,0
9035,1885440,4455720,262,18,320,48,5,1,0
9036,1773706,2846848,818,48,0,8,3,1,0
9037,4243483,4741843,186,10,0,9,2,1,0
9038,4307614,4378443,103,22,0,28,1,1,0
9039,975984,855598,49,6,0,1045,1,1,0
9040,1581805,2274674,134,130,0,26,17,1,0
9041,125281,1197063,31,3,0,22,1,1,0
9042,2181974,2393092,293,29,0,5,1,1,0
9043,4708657,4636994,109,21,0,3,0,1,0
9044,2928587,3666784,503,27,0,98,3,1,0
9045,4534066,1903042,24,38,0,354,2,1,0
9046,3313867,1288833,418,48,0,47,2,1,0
9047,3286858,590316,96,14,0,1,0,1,0
9048,2808126,2703054,1048,239,0,66,17,1,0
9049,336632,165498,458,57,125,529,28,1,0
9050,4243087,2426009,169,176,488,980,8,1,0
9051,2887729,4309375,136,26,0,8,1,1,0
9052,4475272,1669102,1,563,2462,417,0,1,0
9053,4817309,1309300,327,22,0,26,0,1,0
9054,394332,3400019,100,26,0,1,0,1,0
9055,1057234,2895269,11502,195,0,4,0,1,0
9056,2821377,661719,59,4,0,1,0,1,0
9057,433000,72567,132,45,0,5,0,1,0
9058,3838647,2199187,8319,102,0,1,0,1,0
9059,4067565,2010289,128,69,0,210,1,1,0
9060,1274819,3081031,142,62,0,50,6,1,0
9061,2721776,2494405,523,10,40,114,6,1,0
9062,2054084,3445269,486,235,0,7,0,1,0
9063,1009182,4105954,7,37,0,16,0,1,0
9064,2151290,3155624,2679,276,0,63,13,1,0
9065,222387,3672814,541,115,0,3,1,1,0
9066,2963549,204753,39,627,0,5,0,1,0
9067,3955072,3244585,268,129,0,12,6,1,0
9068,1532417,3851148,698,20,0,11,0,1,0
9069,2539393,3140260,97,5,0,2,0,1,0
9070,4513907,816074,124,5,0,7,0,1,0
9071,1704028,1463264,150,77,0,261,11,1,0
9072,3158818,366718,12,5,770,232,7,1,0
9073,3337291,4241796,28,3,0,2,1,1,0
9074,4805832,1289135,81,44,377,88,20,1,0
9075,2280801,42018,2,1,0,1,0,1,0
9076,2591651,2353733,16,8,143,19,0,1,0
9077,4344015,3141421,192,105,97,56,27,1,0
9078,2612748,2415734,590,67,0,302,6,1,0
9079,1332472,3161717,71,21,0,23,4,1,0
9080,4522431,1950458,63,5,0,8,0,1,0
9081,886306,1984935,366,56,0,5,2,1,0
9082,3826106,191656,2368,192,0,3,0,1,0
9083,4166872,4782199,3665,470,0,153,38,1,0
9084,835176,4586625,142,71,0,2,0,1,0
9085,2269661,4538700,976,190,181,92,48,1,0
9086,3220153,1934734,114,114,228,2002,18,1,0
9087,4183569,3412754,32,26,0,7,1,1,0
9088,1715317,535873,330,61,0,47,16,1,0
9089,1105615,278674,227,48,187,29,6,1,0
9090,3623629,3686629,226,11,0,3,0,1,0
9091,4763766,2037513,78,45,0,1,0,1,0
9092,4381336,1376486,524,77,0,89,22,1,0
9093,3128457,4565265,25,7,0,11,3,1,0
9094,4216518,3892495,224,61,0,116,6,1,0
9095,4204921,4391556,39,19,0,12,0,1,0
9096,32115,4114394,11,6,0,4,0,1,0
9097,1354799,678948,92,30,52,29,16,1,0
9098,3030539,3886727,539,37,0,3,0,1,0
9099,1267797,476728,322,59,0,581,9,1,0
9100,1636355,972560,202,113,0,2,0,1,0
9101,3978752,4301244,1548,152,298,46,15,1,0
9102,3176076,3572466,1667,187,0,8,2,1,0
9103,2966696,2241906,590,43,0,290,12,1,0
9104,1659787,843469,735,283,0,3,1,1,0
9105,4526569,3847628,4,4,389,757,1,1,0
9106,3099539,310291,165,100,0,48,2,1,0
9107,2451470,2595841,527,33,0,57,0,1,0
9108,3573863,378120,2,9,126,43,0,1,0
9109,127425,2439617,2189,140,0,3,1,1,0
9110,1495587,4863635,427,49,0,1,0,1,0
9111,2534453,4035827,368,57,13,739,20,1,0
9112,1181462,2931104,135,160,0,4,0,1,0
9113,1950221,3410931,136,9,0,31,1,1,0
9114,523467,4187441,31,12,0,10,0,1,0
9115,7767,2192154,92,23,0,27,0,1,0
9116,4692800,3957046,689,65,0,23,1,1,0
9117,1650683,3099672,23,126,4519,2239,4,1,0
9118,1520823,4016748,12,3,0,2,1,1,0
9119,4423258,2023574,3,1,1,3,2,1,0
9120,2780722,2228371,62,182,422106,1101,4,1,0
9121,1370190,1829228,1081,54,0,3,0,1,0
9122,1819661,1396637,6519,403,0,96,79,1,0
9123,670559,2379450,44,22,0,1,0,1,0
9124,3417983,4265680,26,6,0,6,2,1,0
9125,1935626,764750,100,7,0,31,0,1,0
9126,4748687,2039844,207,42,0,6,1,1,0
9127,3797869,3708769,12468,1121,0,29,17,1,0
9128,3694250,2358597,99,11,102,26,1,1,0
9129,2249817,3763964,394,52,9,19,9,1,0
9130,13127,634619,12,4,0,6,0,1,0
9131,4514703,58757,821,58,0,10,3,1,0
9132,1224687,2571438,1422,144,211,27,12,1,0
9133,1614362,921338,5221,183,0,2,0,1,0
9134,1222394,3999843,414,51,0,3,1,1,0
9135,455885,616324,1,1,0,1,0,1,0
9136,1083641,4565163,34,26,28,22,15,1,0
9137,2037009,1409412,111,19,0,13,4,1,0
9138,3366076,1106698,114,26,107917,873,1,1,0
9139,4238161,1756288,81,25,0,5,3,1,0
9140,2285985,3144393,3470,97,0,3,1,1,0
9141,3264918,949404,600,80,0,68,7,1,0
9142,104736,687543,199,46,195,77,34,1,0
9143,1254569,789762,441,57,0,10,0,1,0
9144,2288064,3351566,88,545,35,55,6,1,0
9145,1451829,1899260,95,85,0,13,0,1,0
9146,4420927,3471140,41,6,14,374,1,1,0
9147,1823176,1204317,138,22,0,6,2,1,0
9148,905041,1203184,1374,150,0,40,8,1,0
9149,3352575,3569189,63,8,34,9,4,1,0
9150,3041583,2070321,297,71,0,7,0,1,0
9151,2906151,4367817,240,44,176,372,21,1,0
9152,1031042,4143353,1363,171,0,182,51,1,0
9153,3276135,772233,35,6,76,368,4,1,0
9154,1979598,1738218,293,205,0,13,6,1,0
9155,2794558,946424,94,3,0,57,1,1,0
9156,1723817,3146206,461,43,0,4,1,1,0
9157,3548588,2086785,179,33,0,33,21,1,0
9158,3486081,3166061,206,14,0,32,4,1,0
9159,3901839,4337690,707,90,0,1266,36,1,0
9160,535155,3414746,46,17,0,5,2,1,0
9161,1010970,3215921,110,12,0,628,3,1,0
9162,278621,4404872,83,35,0,57,10,1,0
9163,3668814,3182547,120,22,0,2,0,1,0
9164,1207279,1741049,52,2,0,2,0,1,0
9165,4777332,3487676,133,1,1921,2951,0,1,0
9166,3079243,4451797,1116,134,0,2,0,1,0
9167,2269949,1392603,57,2,296,655,17,1,0
9168,2649183,3749443,138,10,0,12,1,1,0
9169,4663491,140141,42,2,0,1,0,1,0
9170,2207901,4826810,103,92,0,1,0,1,0
9171,1960139,1581472,1979,90,0,9,3,1,0
9172,793647,4196842,88,35,0,5,0,1,0
9173,2831888,1555117,506,67,0,598,12,1,0
9174,1505241,2943116,113327,1668,0,122,92,1,0
9175,4793262,4348088,547,46,0,70,2,1,0
9176,3794053,4060119,90,2,0,3,0,1,0
9177,3585028,2157278,115,37,0,3,0,1,0
9178,70766,3297709,412,148,0,3,1,1,0
9179,1433298,1478247,20577,1138,0,2,0,1,0
9180,1659282,1912429,441,70,0,1,0,1,0
9181,2055606,574941,82,24,181,23,17,1,0
9182,2490891,3986866,654,177,0,36,5,1,0
9183,2984864,3303011,4195,119,0,59,48,1,0
9184,3964685,1479120,324,78,0,295,4,1,0
9185,240079,363560,486,31,0,27,9,1,0
9186,3181976,1482099,125,18,6,29,8,1,0
9187,2384166,4651390,68,22,0,175,12,1,0
9188,4816160,2606722,41,21,0,24,9,1,0
9189,2258230,1326307,1550,68,0,66,2,1,0
9190,3836718,1815863,375,55,0,56,1,1,0
9191,4505094,4043678,57,41,133,70,3,1,0
9192,3181976,2289463,125,18,226,155,6,1,0
9193,1346054,978446,2,5,0,1,0,1,0
9194,2986500,4021984,14,1,0,4,0,1,0
9195,867823,1640936,24,8,0,2,0,1,0
9196,2486188,4704483,118,44,0,8,7,1,0
9197,1200873,2686464,6183,473,0,277,110,1,0
9198,1202283,4293528,1957,218,0,421,58,1,0
9199,4047225,3653826,126,9,0,368,2,1,0
9200,111107,2990899,5,9,0,54,0,1,0
9201,3343480,3086181,97,44,1935,835,11,1,0
9202,1101016,1887803,4,23,98625,2466,0,1,0
9203,4859480,2330035,203,110,24,126,29,1,0
9204,1904157,1190958,842,79,0,38,7,1,0
9205,978422,1300444,14,2,187,2358,3,1,0
9206,2288064,1291786,88,545,695,115,24,1,0
9207,580787,3693303,174,4,66,285,26,1,0
9208,570061,1630139,3189,24,0,27,1,1,0
9209,3941204,755900,96,8,0,66,0,1,0
9210,454765,4170067,228,37,0,1,0,1,0
9211,697676,2651706,175,15,0,14,2,1,0
9212,1252145,4804124,387,113,0,6,5,1,0
9213,222365,141223,49,23,17,6,3,1,0
9214,1012130,2131370,481,27,0,120,3,1,0
9215,3706193,639693,6520,315,10236,670,111,1,0
9216,1495131,3480456,4,5,0,4,0,1,0
9217,1987054,517194,29,6,0,20,2,1,0
9218,1706389,502087,303,130,0,30,4,1,0
9219,2864149,2723302,298,53,361,56,25,1,0
9220,581087,398479,67,19,0,57,3,1,0
9221,1261531,2495266,349,24,0,100,1,1,0
9222,1574004,2001049,115,8,0,4,0,1,0
9223,1072365,4001976,1779,37,0,3,2,1,0
9224,607267,2732954,3690,1071,0,4,2,1,0
9225,3955072,650642,268,129,908,3432,51,1,0
9226,1488348,1153694,39,3,130,21,1,1,0
9227,470317,3871249,45,13,0,2,1,1,0
9228,695692,4193107,16,18,0,11,0,1,0
9229,1829307,809913,89,36,6,768,9,1,0
9230,802390,1899354,6,1,0,51,0,1,0
9231,3916009,838990,175,16,0,3,1,1,0
9232,1452432,1310655,705,55,0,8,0,1,0
9233,4064381,2093560,2,67,0,132,0,1,0
9234,358445,127425,178,13,2189,140,15,1,0
9235,2011171,2139423,584,84,0,391,11,1,0
9236,3991166,3818993,31,15,6089,818,4,1,0
9237,2982239,1895583,241,23,199,499,18,1,0
9238,72212,4118038,180,50,0,28,12,1,0
9239,2015526,1408494,1820,296,0,62,22,1,0
9240,4148146,3099672,49,99,4519,2239,16,1,0
9241,893965,1690677,316,798,160,76,24,1,0
9242,4748332,1648878,346,22,0,2,0,1,0
9243,166719,1040577,1390,39,0,1,0,1,0
9244,4247044,3869930,199,61,110,54,20,1,0
9245,2397350,1941927,124,16,0,1,0,1,0
9246,4763766,172008,78,45,0,7,0,1,0
9247,820422,882240,1909,37,0,96,4,1,0
9248,2047541,231288,21,6,0,2,1,1,0
9249,379412,3683177,148,27,0,26,2,1,0
9250,1131409,4806387,1208,61,0,3,0,1,0
9251,1764892,3338620,141,78,5262,1345,22,1,0
9252,4600120,4782846,630,51,0,359,5,1,0
9253,84373,499449,1,16,2688,184,0,1,0
9254,1431700,1302939,47,29,0,2,1,1,0
9255,4633476,2217432,1333,193,1011,816,91,1,0
9256,1159265,3169721,33,2,0,1,0,1,0
9257,1936123,1026914,232,81,0,7,0,1,0
9258,1034824,1116877,119,9,0,77,4,1,0
9259,2125165,1669398,37,11,35,11,7,1,0
9260,309378,1868931,24,543,0,21,0,1,0
9261,1408282,2899899,416,36,0,16,0,1,0
9262,1636891,3291009,155,2,0,8,1,1,0
9263,2252515,4170165,104,23,461,75,0,1,0
9264,1062392,1342152,582,52,0,1,0,1,0
9265,1349001,1877011,8,3,163,2921,0,1,0
9266,2882521,2253436,540,85,0,440,31,1,0
9267,321937,589761,487,621,298,66,9,1,0
9268,3208921,3293044,444,466,1097,154,30,1,0
9269,893364,1374826,103,19,0,8,3,1,0
9270,1875767,2866811,1135,29,0,6,5,1,0
9271,3068619,3477080,3873,340,0,9,5,1,0
9272,3804962,2505731,346,173,0,68,15,1,0
9273,2179989,1992827,134,27,0,117,0,1,0
9274,1718164,153861,281,16,0,3,0,1,0
9275,4233162,3389848,428,29,87,121,6,1,0
9276,4344156,2104385,1211,112,0,10,2,1,0
9277,2880570,6283,378,37,0,1,0,1,0
9278,1583073,4659951,117,26,0,1,0,1,0
9279,2170501,986819,163,107,0,24,1,1,0
9280,2280248,2913215,12543,147,0,13,1,1,0
9281,4047768,4375821,1365,136,0,11,0,1,0
9282,2656784,2515547,112,185,123,40,3,1,0
9283,2142983,2743132,118,28,0,3,1,1,0
9284,2265429,488342,253,36,0,6,0,1,0
9285,1014528,617973,372,26,0,1,0,1,0
9286,2755450,2021205,69,26,249,114,9,1,0
9287,3702691,1852285,140,31,122,438,4,1,0
9288,1140098,4466591,6078,192,0,12,1,1,0
9289,4753304,1921608,6,5,89,213,1,1,0
9290,2316798,1885111,71,8,0,30,0,1,0
9291,1227390,3381797,18,40,2891,533,8,1,0
9292,3557394,1513270,133,25,0,351,5,1,0
9293,3271839,952705,387,57,0,20,3,1,0
9294,4628892,2657951,9,3,0,614,0,1,0
9295,4087341,1611807,151,9,281,455,19,1,0
9296,1611458,153408,34,10,0,11,8,1,0
9297,4795118,3785362,814,122,0,286,32,1,0
9298,4753226,3615563,6,14,0,112,0,1,0
